Time,OverstimulationLevel,AdaptedLevel,AdaptationMultiplier,HeadRotationSpeed,DiscomfortLevel,ActiveTriggers
10.202,0.0000,0.0000,1.1999,8.49,0.0000,0
10.314,0.0000,0.0000,1.1999,8.32,0.0000,0
10.423,0.0000,0.0000,1.1999,8.03,0.0000,0
10.535,0.0000,0.0000,1.1999,8.03,0.0000,0
10.650,0.0000,0.0000,1.1999,6.98,0.0000,0
10.764,0.0000,0.0000,1.2000,5.31,0.0000,0
10.874,0.0000,0.0000,1.2000,4.37,0.0000,0
10.985,0.0000,0.0000,1.2000,3.57,0.0000,0
11.093,0.0000,0.0000,1.2000,3.30,0.0000,0
11.208,0.0000,0.0000,1.2000,3.30,0.0000,0
11.320,0.0000,0.0000,1.2000,2.96,0.0000,0
11.436,0.0000,0.0000,1.2000,2.55,0.0000,0
11.549,0.0000,0.0000,1.2000,2.05,0.0000,0
11.658,0.0000,0.0000,1.2000,1.41,0.0000,0
11.775,0.0000,0.0000,1.2000,0.86,0.0000,0
11.875,0.0000,0.0000,1.2000,0.38,0.0000,0
11.976,0.0000,0.0000,1.2000,0.11,0.0000,0
12.092,0.0000,0.0000,1.2000,0.00,0.0000,0
12.208,0.0000,0.0000,1.2000,0.00,0.0000,0
12.326,0.0000,0.0000,1.2000,0.00,0.0000,0
12.441,0.0000,0.0000,1.2000,0.00,0.0000,0
12.543,0.0000,0.0000,1.2000,0.00,0.0000,0
12.660,0.0000,0.0000,1.2000,0.00,0.0000,0
12.772,0.0000,0.0000,1.2000,0.00,0.0000,0
12.889,0.0000,0.0000,1.2000,0.00,0.0000,0
12.991,0.0000,0.0000,1.2000,0.00,0.0000,0
13.105,0.0000,0.0000,1.2000,0.00,0.0000,0
13.218,0.0000,0.0000,1.2000,0.00,0.0000,0
13.329,0.0000,0.0000,1.2000,0.00,0.0000,0
13.440,0.0000,0.0000,1.2000,0.00,0.0000,0
13.549,0.0000,0.0000,1.2000,0.00,0.0000,0
13.651,0.0000,0.0000,1.2000,0.00,0.0000,0
13.761,0.0000,0.0000,1.2000,0.00,0.0000,0
13.868,0.0000,0.0000,1.2000,0.00,0.0000,0
13.976,0.0000,0.0000,1.2000,0.00,0.0000,0
14.078,0.0000,0.0000,1.2000,0.00,0.0000,0
14.183,0.0000,0.0000,1.2000,0.00,0.0000,0
14.289,0.0000,0.0000,1.2000,0.11,0.0000,0
14.398,0.0000,0.0000,1.2000,0.11,0.0000,0
14.502,0.0000,0.0000,1.2000,0.11,0.0000,0
14.609,0.0000,0.0000,1.2000,0.11,0.0000,0
14.716,0.0000,0.0000,1.2000,0.11,0.0000,0
14.822,0.0078,0.0094,1.2000,0.11,0.0000,1
14.929,0.0183,0.0220,1.2000,0.11,0.0000,1
15.030,0.0286,0.0343,1.2000,0.11,0.0000,1
15.139,0.0395,0.0474,1.2000,0.11,0.0000,1
15.245,0.0500,0.0600,1.2000,0.20,0.0000,1
15.349,0.0602,0.0723,1.2000,0.60,0.0000,1
15.451,0.0707,0.0848,1.2000,0.59,0.0000,1
15.557,0.0813,0.0976,1.2000,0.59,0.0000,1
15.666,0.0922,0.1106,1.2000,0.60,0.0000,1
15.768,0.1022,0.1226,1.2000,0.69,0.0000,1
15.876,0.1130,0.1356,1.2000,0.69,0.0000,1
15.983,0.1236,0.1483,1.2000,0.79,0.0000,1
16.090,0.1345,0.1614,1.2000,0.79,0.0000,1
16.196,0.1451,0.1741,1.2000,0.79,0.0000,1
16.298,0.1554,0.1865,1.2000,0.68,0.0000,1
16.404,0.1659,0.1991,1.2000,0.68,0.0000,1
16.505,0.1760,0.2112,1.2000,0.68,0.0000,1
16.612,0.1863,0.2236,1.2000,0.68,0.0000,1
16.723,0.1979,0.2375,1.2000,0.68,0.0000,1
16.835,0.2092,0.2510,1.2000,0.67,0.0000,1
16.947,0.2203,0.2643,1.2000,0.67,0.0000,1
17.058,0.2315,0.2777,1.2000,0.67,0.0000,1
17.169,0.2426,0.2911,1.2000,0.67,0.0000,1
17.281,0.2537,0.3044,1.2000,0.39,0.0000,1
17.392,0.2649,0.3179,1.2000,0.19,0.0000,1
17.504,0.2760,0.3312,1.2000,0.19,0.0000,1
17.616,0.2871,0.3446,1.2000,0.19,0.0000,1
17.727,0.2983,0.3580,1.2000,0.10,0.0000,1
17.839,0.3095,0.3714,1.2000,0.10,0.0000,1
17.950,0.3206,0.3848,1.2000,0.00,0.0000,1
18.062,0.3318,0.3981,1.2000,0.00,0.0000,1
18.173,0.3430,0.4115,1.2000,0.00,0.0000,1
18.285,0.3540,0.4249,1.2000,0.09,0.0000,1
18.396,0.3652,0.4382,1.2000,2.50,0.0000,1
18.507,0.3763,0.4516,1.2000,9.63,0.0000,1
18.618,0.3875,0.4650,1.2000,18.53,0.0000,1
18.731,0.3986,0.4784,1.2000,27.18,0.0000,1
18.838,0.4094,0.4913,1.2000,30.22,0.0036,1
18.940,0.4196,0.5032,1.1994,32.88,0.0480,1
19.046,0.4301,0.5138,1.1948,43.93,0.2322,1
19.147,0.4403,0.5203,1.1819,57.92,0.4654,1
19.259,0.4515,0.5235,1.1593,72.15,0.7026,1
19.369,0.4626,0.5222,1.1289,87.18,0.9530,1
19.470,0.4727,0.5189,1.0977,95.50,1.0000,1
19.583,0.4839,0.5156,1.0656,98.22,1.0000,1
19.689,0.4946,0.5137,1.0386,102.16,1.0000,1
19.800,0.5029,0.5097,1.0134,109.63,1.0000,1
19.911,0.5085,0.5038,0.9908,116.89,1.0000,1
20.023,0.5141,0.4989,0.9704,118.92,1.0000,1
20.136,0.5197,0.4949,0.9523,120.85,1.0000,1
20.246,0.5252,0.4917,0.9363,127.20,1.0000,1
20.360,0.5309,0.4893,0.9216,133.83,1.0000,1
20.475,0.5366,0.4875,0.9085,135.40,1.0000,1
20.578,0.5417,0.4864,0.8978,131.63,1.0000,1
20.691,0.5474,0.4856,0.8871,126.55,1.0000,1
20.794,0.5526,0.4854,0.8785,122.52,1.0000,1
20.894,0.5576,0.4857,0.8710,121.56,1.0000,1
21.008,0.5632,0.4863,0.8634,115.80,1.0000,1
21.119,0.5689,0.4873,0.8566,108.81,1.0000,1
21.222,0.5740,0.4885,0.8510,106.63,1.0000,1
21.333,0.5795,0.4901,0.8456,105.66,1.0000,1
21.444,0.5851,0.4919,0.8408,103.59,1.0000,1
21.552,0.5904,0.4940,0.8367,106.69,1.0000,1
21.656,0.5956,0.4962,0.8330,109.39,1.0000,1
21.759,0.6009,0.4986,0.8297,110.95,1.0000,1
21.863,0.6061,0.5011,0.8267,109.25,1.0000,1
21.968,0.6113,0.5038,0.8241,109.17,1.0000,1
22.071,0.6164,0.5065,0.8217,117.75,1.0000,1
22.182,0.6220,0.5097,0.8194,132.60,1.0000,1
22.294,0.6276,0.5129,0.8173,141.14,1.0000,1
22.404,0.6331,0.5163,0.8155,145.84,1.0000,1
22.507,0.6382,0.5195,0.8140,150.00,1.0000,1
22.613,0.6431,0.5226,0.8127,149.11,1.0000,1
22.726,0.6492,0.5266,0.8112,150.89,1.0000,1
22.835,0.6547,0.5303,0.8100,160.27,1.0000,1
22.947,0.6603,0.5341,0.8090,173.71,1.0000,1
23.060,0.6659,0.5381,0.8080,186.02,1.0000,1
23.170,0.6714,0.5420,0.8072,188.99,1.0000,1
23.283,0.6770,0.5459,0.8064,185.96,1.0000,1
23.391,0.6825,0.5499,0.8057,179.30,1.0000,1
23.495,0.6876,0.5537,0.8052,175.34,1.0000,1
